Name,Team,Name,WAR,NameASCII,PlayerId,MLBAMID
"Steven Jackson","PIT","Steven Jackson",-0.01333014938983636,"Steven Jackson",7341,452259
"Josh Towers","- - -","Josh Towers",-0.013331178083549196,"Josh Towers",1489,346869
"Mike Myers","- - -","Mike Myers",-0.013354453125630784,"Mike Myers",68,119624
"Sean Henn","- - -","Sean Henn",-0.013354453125630784,"Sean Henn",2147,430675
"Scott Downs","- - -","Scott Downs",-0.013358729165671341,"Scott Downs",773,275933
"David Weathers","- - -","David Weathers",-0.013369264957144515,"David Weathers",902,124000
"Freddy Dolsi","DET","Freddy Dolsi",-0.013417850698090842,"Freddy Dolsi",5424,451767
"Matt Langwell","- - -","Matt Langwell",-0.01343521183691913,"Matt Langwell",8130,543426
"Chaz Roe","- - -","Chaz Roe",-0.01343521183691913,"Chaz Roe",9866,475054
"Ron Villone","- - -","Ron Villone",-0.013450806669660231,"Ron Villone",1010,123725
"Scott Schoeneweis","- - -","Scott Schoeneweis",-0.013467885122004164,"Scott Schoeneweis",33,150011
"Duaner Sanchez","- - -","Duaner Sanchez",-0.013467885122004164,"Duaner Sanchez",1518,400093
"Shawn Tolleson","- - -","Shawn Tolleson",-0.013480405833206094,"Shawn Tolleson",10481,474521
"Bobby Seay","DET","Bobby Seay",-0.01348743000248087,"Bobby Seay",1225,150144
"Mike Hinckley","WSN","Mike Hinckley",-0.013491408105801597,"Mike Hinckley",3769,434479
"Jesus Colome","- - -","Jesus Colome",-0.013501499487755595,"Jesus Colome",1198,400125
"Chad Cordero","- - -","Chad Cordero",-0.013501499487755595,"Chad Cordero",1816,430101
"Jose Valverde","- - -","Jose Valverde",-0.013526945256123102,"Jose Valverde",1726,407878
"Jonny Venters","- - -","Jonny Venters",-0.013580943128871452,"Jonny Venters",7175,458924
"Scott Elarton","- - -","Scott Elarton",-0.013581438755879588,"Scott Elarton",426,134003
"Neal Musser","KCR","Neal Musser",-0.013581438755879588,"Neal Musser",2727,461377
"Vladimir Nunez","ATL","Vladimir Nunez",-0.013585524882385605,"Vladimir Nunez",532,136727
"Michael Gonzalez","- - -","Michael Gonzalez",-0.013585524882385605,"Michael Gonzalez",1794,283166
"David Riske","- - -","David Riske",-0.013616003339758312,"David Riske",402,228594
"Salomon Torres","- - -","Salomon Torres",-0.013616003339758312,"Salomon Torres",1628,123415
"Mitch Stetter","MIL","Mitch Stetter",-0.013616003339758312,"Mitch Stetter",5579,449777
"Jesse English","WSN","Jesse English",-0.013617019424867377,"Jesse English",4454,450832
"Trevor Hoffman","- - -","Trevor Hoffman",-0.013638453488926639,"Trevor Hoffman",1035,116034
"Randy Flores","- - -","Randy Flores",-0.013649518899063644,"Randy Flores",1446,420864
"Josh Hancock","STL","Josh Hancock",-0.013649518899063644,"Josh Hancock",1606,407820
"Russ Springer","- - -","Russ Springer",-0.013649518899063644,"Russ Springer",1652,122620
"Tyler Johnson","STL","Tyler Johnson",-0.013649518899063644,"Tyler Johnson",3404,431164
"Troy Cate","STL","Troy Cate",-0.013649518899063644,"Troy Cate",4627,446452
"Dave Williams","NYM","Dave Williams",-0.013666688249458983,"Dave Williams",1013,400063
"Rudy Seanez","- - -","Rudy Seanez",-0.01367152264891199,"Rudy Seanez",1279,121955
"Matt Buschmann","ARI","Matt Buschmann",-0.01371727784294372,"Matt Buschmann",3832,501936
"Silvino Bracho","- - -","Silvino Bracho",-0.01371727784294372,"Silvino Bracho",15051,611093
"Wes Littleton","TEX","Wes Littleton",-0.013752216406080068,"Wes Littleton",6236,452725
"Matt Thornton","- - -","Matt Thornton",-0.013762580090849416,"Matt Thornton",1918,407819
"Corey Ray","MIL","Corey Ray",-0.013773328089871872,"Corey Ray",19170,641999
"Merkin Valdez","- - -","Merkin Valdez",-0.013790398727491287,"Merkin Valdez",7019,429723
"Scott Linebrink","- - -","Scott Linebrink",-0.013806404646941791,"Scott Linebrink",564,276530
"Louis Coleman","- - -","Louis Coleman",-0.013810538371231083,"Louis Coleman",9720,488786
"Travis Driskill","HOU","Travis Driskill",-0.013816413620098894,"Travis Driskill",134,150344
"Rick White","- - -","Rick White",-0.013816413620098894,"Rick White",456,124184
"Michael Schwimer","PHI","Michael Schwimer",-0.013817731563880267,"Michael Schwimer",8103,543754
"Romulo Sanchez","- - -","Romulo Sanchez",-0.013851803372101281,"Romulo Sanchez",4170,454972
"Joe Nelson","- - -","Joe Nelson",-0.013858607077646605,"Joe Nelson",108,406874
"Ron Mahay","- - -","Ron Mahay",-0.01386040948990666,"Ron Mahay",290,118158
"Tyler Yates","- - -","Tyler Yates",-0.01386040948990666,"Tyler Yates",1527,407884
"Hideki Okajima","- - -","Hideki Okajima",-0.013892449787502197,"Hideki Okajima",7763,506606
"Juan Carlos Oviedo","- - -","Juan Carlos Oviedo",-0.013900465353605852,"Juan Carlos Oviedo",2886,434663
"Elih Villanueva","FLA","Elih Villanueva",-0.013900465353605852,"Elih Villanueva",8796,534631
"Jay Buente","- - -","Jay Buente",-0.013900465353605852,"Jay Buente",9494,502055
"Carlos Martinez","FLA","Carlos Martinez",-0.013907770031954382,"Carlos Martinez",3167,465593
"Matt Lindstrom","- - -","Matt Lindstrom",-0.013907770031954382,"Matt Lindstrom",4604,434637
"Boone Logan","- - -","Boone Logan",-0.013918225647946947,"Boone Logan",5525,457429
"Les Walrond","PHI","Les Walrond",-0.01392050718401129,"Les Walrond",1735,400113
"Steve Kline","SFG","Steve Kline",-0.014007965159393775,"Steve Kline",1164,117157
"Scott Oberg","COL","Scott Oberg",-0.01404696142090379,"Scott Oberg",13911,623184
"Sam Howard","- - -","Sam Howard",-0.01404696142090379,"Sam Howard",16265,607572
"Rico Garcia","- - -","Rico Garcia",-0.01404696142090379,"Rico Garcia",20023,670329
"Adam Pettyjohn","CIN","Adam Pettyjohn",-0.01407715274520834,"Adam Pettyjohn",489,282562
"Brooks Brown","COL","Brooks Brown",-0.014097616613582487,"Brooks Brown",5679,453156
"Cory Luebke","- - -","Cory Luebke",-0.014125897317872171,"Cory Luebke",1984,458537
"Clay Zavada","ARI","Clay Zavada",-0.01412646913366072,"Clay Zavada",8577,501826
"Kam Mickolio","- - -","Kam Mickolio",-0.014253556169961002,"Kam Mickolio",9513,501874
"Antonio Alfonseca","PHI","Antonio Alfonseca",-0.014280813983491054,"Antonio Alfonseca",260,110134
"J.C. Romero","- - -","J.C. Romero",-0.014280813983491054,"J.C. Romero",754,240694
"Francisco Del Rosario","PHI","Francisco Del Rosario",-0.014280813983491054,"Francisco Del Rosario",2091,425564
"Fabio Castro","PHI","Fabio Castro",-0.014280813983491054,"Fabio Castro",4048,466983
"Neal Cotts","- - -","Neal Cotts",-0.014396263434160417,"Neal Cotts",1797,425840
"Connor Robertson","- - -","Connor Robertson",-0.014398120110576307,"Connor Robertson",7705,452075
"Scott Eyre","- - -","Scott Eyre",-0.014442959348636071,"Scott Eyre",1300,113961
"Rocky Cherry","- - -","Rocky Cherry",-0.014442959348636071,"Rocky Cherry",5188,457122
"Jose Capellan","- - -","Jose Capellan",-0.014791278025676395,"Jose Capellan",2236,430642
"Edwar Cabrera","COL","Edwar Cabrera",-0.014832548536232459,"Edwar Cabrera",9211,542369
"Zach McClellan","COL","Zach McClellan",-0.014926383302839243,"Zach McClellan",2965,444886
"José Urquidy","- - -","José Urquidy",-0.014937585615468277,"Jose Urquidy",18413,664353
"Levale Speigner","WSN","Levale Speigner",-0.015168197299083447,"Levale Speigner",5717,446453
"Manny Delcarmen","- - -","Manny Delcarmen",-0.015227326505309868,"Manny Delcarmen",3180,434668
"Justin Dean","LAD","Justin Dean",-0.016593810637483643,"Justin Dean",25005,681909
"Cody Thomas","OAK","Cody Thomas",-0.016871627087693977,"Cody Thomas",19828,642137
"Kyle McPherson","PIT","Kyle McPherson",-0.016902170300976835,"Kyle McPherson",5009,519015
"Daniel Ortmeier","SFG","Daniel Ortmeier",-0.017860853349802364,"Daniel Ortmeier",4694,430931
"John Raynor","PIT","John Raynor",-0.017888512133268832,"John Raynor",9450,489231
"Guillermo Mota","- - -","Guillermo Mota",-0.018009801867264585,"Guillermo Mota",1467,150407
"David Bañuelos","BAL","David Bañuelos",-0.01822994238533625,"David Banuelos",23250,675915
"John Gast","STL","John Gast",-0.01836739914858508,"John Gast",11133,518713
"José De León","- - -","José De León",-0.01854024774744341,"Jose De Leon",15463,592254
"Stephen Fife","LAD","Stephen Fife",-0.018656552419919425,"Stephen Fife",8077,543155
"Brad Ziegler","- - -","Brad Ziegler",-0.018736803049126324,"Brad Ziegler",7293,446899
"Darren McCaughan","- - -","Darren McCaughan",-0.0202968466280345,"Darren McCaughan",20038,670766
"Severino González","PHI","Severino González",-0.0204776042491365,"Severino Gonzalez",14697,605894
"Eli Morgan","- - -","Eli Morgan",-0.020815893324252745,"Eli Morgan",20203,669212
"Ryan Franklin","STL","Ryan Franklin",-0.02087856726063972,"Ryan Franklin",1076,211041
"Joe Ryan","MIN","Joe Ryan",-0.021010389775471747,"Joe Ryan",21390,657746
"Carlos Carrasco","- - -","Carlos Carrasco",-0.021045817805380285,"Carlos Carrasco",6632,471911
"Diego Castillo","- - -","Diego Castillo",-0.021275721971578725,"Diego Castillo",17496,650895
"Chris Beck","- - -","Chris Beck",-0.02136951051910973,"Chris Beck",13418,571476
"Kohei Arihara","TEX","Kohei Arihara",-0.021383539478669736,"Kohei Arihara",27505,685503
"Caleb Baragar","SFG","Caleb Baragar",-0.02146409648932021,"Caleb Baragar",19231,670056
"Brett Graves","MIA","Brett Graves",-0.021491460053693436,"Brett Graves",16218,605255
"Tim Peterson","NYM","Tim Peterson",-0.021509985158279517,"Tim Peterson",13946,623402
"Jonathan Loáisiga","NYY","Jonathan Loáisiga",-0.021555151041843933,"Jonathan Loaisiga",19753,642528
"Pedro Báez","- - -","Pedro Báez",-0.021667180474551365,"Pedro Baez",5420,520980
"Corey Knebel","- - -","Corey Knebel",-0.021802802960821377,"Corey Knebel",15010,608349
"Brusdar Graterol","- - -","Brusdar Graterol",-0.021802802960821377,"Brusdar Graterol",20367,660813
"Keegan Akin","BAL","Keegan Akin",-0.021811727227779874,"Keegan Akin",19362,669211
"Seth Elledge","STL","Seth Elledge",-0.0218131399647205,"Seth Elledge",19766,676220
"Tyler Webb","- - -","Tyler Webb",-0.021936456430459494,"Tyler Webb",14974,643778
"Yusniel Díaz","BAL","Yusniel Díaz",-0.021939355710823675,"Yusniel Diaz",18905,666783
"Chris Roller","MIL","Chris Roller",-0.02195124175124575,"Chris Roller",23557,676896
"Roberto Gómez","SFG","Roberto Gómez",-0.022022012483877924,"Roberto Gomez",12963,596816
"Kirby Yates","- - -","Kirby Yates",-0.02205977289619849,"Kirby Yates",9073,489446
"Yoslan Herrera","- - -","Yoslan Herrera",-0.02210053026878507,"Yoslan Herrera",7759,506648
"Erik Swanson","- - -","Erik Swanson",-0.02211954031302314,"Erik Swanson",16587,657024
"Tommy Nance","- - -","Tommy Nance",-0.022151937583552953,"Tommy Nance",19178,667297
"Brett Myers","- - -","Brett Myers",-0.02229054978296885,"Brett Myers",962,408206
"Luis Cessa","- - -","Luis Cessa",-0.022316515122947064,"Luis Cessa",13345,570666
"Andy Phillips","- - -","Andy Phillips",-0.02241226570357069,"Andy Phillips",2075,425429
"Brandon Maurer","- - -","Brandon Maurer",-0.022414826142460514,"Brandon Maurer",4878,543506
"Adrian Morejon","SDP","Adrian Morejon",-0.02245654053429371,"Adrian Morejon",20039,670970
"Ryne Harper","- - -","Ryne Harper",-0.022485211076421964,"Ryne Harper",12680,607560
"Sam Clay","- - -","Sam Clay",-0.022485211076421964,"Sam Clay",16279,621348
"Joan Adon","WSN","Joan Adon",-0.022485211076421964,"Joan Adon",22925,672851
"Anthony Bender","MIA","Anthony Bender",-0.0225010288739467,"Anthony Bender",19742,669622
"Zach Pop","- - -","Zach Pop",-0.0225010288739467,"Zach Pop",20185,647315
"Richard Rodríguez","- - -","Richard Rodríguez",-0.022505863304869082,"Richard Rodriguez",13549,593144
"Justin Hancock","CHC","Justin Hancock",-0.02257414404557826,"Justin Hancock",12316,606995
"Dom Nuñez","- - -","Dom Nuñez",-0.022612366926296867,"Dom Nunez",15055,624513
"Danny Coulombe","- - -","Danny Coulombe",-0.022675058033758952,"Danny Coulombe",13293,543056
"Spencer Strider","ATL","Spencer Strider",-0.02273847215460608,"Spencer Strider",27498,675911
"Neil Ramírez","- - -","Neil Ramírez",-0.02277128442632987,"Neil Ramirez",7677,519166
"JT Chargois","- - -","JT Chargois",-0.02288629657454172,"JT Chargois",13767,608638
"Andy Cannizaro","TBR","Andy Cannizaro",-0.02300716305987391,"Andy Cannizaro",7068,462375
"Anderson Tejeda","TEX","Anderson Tejeda",-0.023090389039284412,"Anderson Tejeda",19909,660731
"Jharel Cotton","- - -","Jharel Cotton",-0.023098444331446973,"Jharel Cotton",13654,605194
"Heath Hembree","- - -","Heath Hembree",-0.02313289639060198,"Heath Hembree",11632,592390
"Eric Yang","CIN","Eric Yang",-0.023146404003055364,"Eric Yang",27698,687066
"Craig Kimbrel","- - -","Craig Kimbrel",-0.023210757431044303,"Craig Kimbrel",6655,518886
"José Berríos","- - -","José Berríos",-0.02330307144721966,"Jose Berrios",14168,621244
"Ryan Carpenter","DET","Ryan Carpenter",-0.023307681155634353,"Ryan Carpenter",12699,543001
"Cody Wilson","WSN","Cody Wilson",-0.023369736299834017,"Cody Wilson",24671,680963
"Erasmo Ramírez","- - -","Erasmo Ramírez",-0.023379889897835737,"Erasmo Ramirez",10314,541640
"Kelvin Jimenez","STL","Kelvin Jimenez",-0.02339164392624704,"Kelvin Jimenez",2902,459376
"Edwin Díaz","- - -","Edwin Díaz",-0.02346715951679376,"Edwin Diaz",14710,621242
"Alex Torres","- - -","Alex Torres",-0.023585778552449962,"Alex Torres",7038,456776
"Josh Ravin","- - -","Josh Ravin",-0.023614969723690916,"Josh Ravin",2951,502051
"Cionel Pérez","- - -","Cionel Pérez",-0.023651294746827096,"Cionel Perez",19614,672335
"TJ House","- - -","TJ House",-0.023653615744552485,"TJ House",9121,543334
"Adam Greenberg","MIA","Adam Greenberg",-0.0236564639572337,"Adam Greenberg",4647,435279
"José Cisnero","- - -","José Cisnero",-0.02371407757833401,"Jose Cisnero",6399,542585
"Glenn Sparkman","- - -","Glenn Sparkman",-0.023737788757216254,"Glenn Sparkman",15200,642098
"Yohander Méndez","TEX","Yohander Méndez",-0.02375387863267974,"Yohander Mendez",14391,622795
"Yacksel Ríos","- - -","Yacksel Ríos",-0.02376876899840758,"Yacksel Rios",15007,605441
"J.R. House","- - -","J.R. House",-0.02379792581351143,"J.R. House",992,407399
"JD Hammer","PHI","JD Hammer",-0.023798058856131114,"JD Hammer",19548,670456
"Brad Wieck","- - -","Brad Wieck",-0.02381117418943252,"Brad Wieck",16390,623364
"José Domínguez","- - -","José Domínguez",-0.02384137662700027,"Jose Dominguez",11571,523848
"John Bormann","PIT","John Bormann",-0.023970239763134386,"John Bormann",18006,657524
"Mike Miller","BOS","Mike Miller",-0.024004701611269608,"Mike Miller",13891,623166
"Howie Clark","- - -","Howie Clark",-0.024143185858308183,"Howie Clark",1533,408201
"Nik Turley","- - -","Nik Turley",-0.02416239921955209,"Nik Turley",5530,543867
"Jim Johnson","- - -","Jim Johnson",-0.024239209395905223,"Jim Johnson",3656,462382
"Kyle Barraclough","- - -","Kyle Barraclough",-0.0242398511746828,"Kyle Barraclough",13713,607457
"Brian Ellington","MIA","Brian Ellington",-0.0242398511746828,"Brian Ellington",17233,623395
"Miguel Socolovich","- - -","Miguel Socolovich",-0.02432412859023299,"Miguel Socolovich",6697,462515
"Jayson Aquino","BAL","Jayson Aquino",-0.024366007087678273,"Jayson Aquino",13150,593969
"Jimmy Yacabonis","- - -","Jimmy Yacabonis",-0.024366007087678273,"Jimmy Yacabonis",15157,642231
"Julio Franco","- - -","Julio Franco",-0.024478559571054798,"Julio Franco",87,212297
"Luis Escobar","PIT","Luis Escobar",-0.024525243757400565,"Luis Escobar",17345,650813
"Zach Neal","- - -","Zach Neal",-0.024556011317607648,"Zach Neal",11294,594943
"Andrew Triggs","- - -","Andrew Triggs",-0.024556011317607648,"Andrew Triggs",13533,592811
"Ariel Jurado","- - -","Ariel Jurado",-0.02459712329988397,"Ariel Jurado",17030,642558
"Sam Dyson","- - -","Sam Dyson",-0.024600405116853727,"Sam Dyson",11710,473879
"André Rienzo","- - -","André Rienzo",-0.02470045785110547,"Andre Rienzo",3507,516589
"Jesen Therrien","PHI","Jesen Therrien",-0.024766957589267658,"Jesen Therrien",15853,592279
"Greg Burke","- - -","Greg Burke",-0.02477421711608082,"Greg Burke",6282,457566
"Kendry Flores","MIA","Kendry Flores",-0.024808167647469456,"Kendry Flores",12118,572309
"Aaron Bates","BOS","Aaron Bates",-0.024809151416894312,"Aaron Bates",2777,488686
"Alex Colomé","- - -","Alex Colomé",-0.02483934949198545,"Alex Colome",6661,517008
"Chris Perez","- - -","Chris Perez",-0.024849552202550612,"Chris Perez",5213,453198
"Grant Balfour","- - -","Grant Balfour",-0.024879285769184654,"Grant Balfour",718,346797
"Chris Withrow","- - -","Chris Withrow",-0.02488526218821977,"Chris Withrow",7161,519437
"Chris Leroux","- - -","Chris Leroux",-0.02489277407653333,"Chris Leroux",7645,460092
"Shawn Kelley","- - -","Shawn Kelley",-0.024919653015467266,"Shawn Kelley",7773,518875
"Donnie Sadler","ARI","Donnie Sadler",-0.024984868497366263,"Donnie Sadler",627,132620
"Steve Edlefsen","SFG","Steve Edlefsen",-0.02500923846755341,"Steve Edlefsen",2185,453580
"Shawn Hill","- - -","Shawn Hill",-0.025085758414535198,"Shawn Hill",1882,429718
"Heath Bell","- - -","Heath Bell",-0.025133577496908248,"Heath Bell",2080,425514
"Kyle Drabek","- - -","Kyle Drabek",-0.025197185321436368,"Kyle Drabek",4359,475138
"Mychal Givens","- - -","Mychal Givens",-0.025247416295533304,"Mychal Givens",10430,571710
"Ariel Hernández","CIN","Ariel Hernández",-0.02526337495452297,"Ariel Hernandez",15603,554374
"Jake Brigham","ATL","Jake Brigham",-0.025286124297101354,"Jake Brigham",2851,502010
"Jesus Tinoco","- - -","Jesus Tinoco",-0.025436970411071763,"Jesus Tinoco",16300,622786
"Darin Mastroianni","- - -","Darin Mastroianni",-0.025489939452580823,"Darin Mastroianni",7316,518991
"Adam Wilk","- - -","Adam Wilk",-0.025504108163728126,"Adam Wilk",8421,573244
"Brian Burres","- - -","Brian Burres",-0.025509186155188546,"Brian Burres",3425,434638
"Mike Adams","- - -","Mike Adams",-0.025532941296558604,"Mike Adams",1937,430606
"Ross Wolf","- - -","Ross Wolf",-0.02556852240166227,"Ross Wolf",4534,448693
"Michael Tonkin","- - -","Michael Tonkin",-0.025645952348340464,"Michael Tonkin",10315,543859
"Tyler Duffey","- - -","Tyler Duffey",-0.025645952348340464,"Tyler Duffey",13758,608648
"Seunghwan Oh","- - -","Seunghwan Oh",-0.025653145673488514,"Seunghwan Oh",18719,493200
"Cla Meredith","- - -","Cla Meredith",-0.025653816054148567,"Cla Meredith",7613,448592
"Arquimedes Caminero","- - -","Arquimedes Caminero",-0.025677273559740237,"Arquimedes Caminero",8992,491708
"Kyle Lobstein","- - -","Kyle Lobstein",-0.025677273559740237,"Kyle Lobstein",9178,543456
"Henry Owens","BOS","Henry Owens",-0.025730734071307954,"Henry Owens",13143,596064
"Mike Thompson","SDP","Mike Thompson",-0.025774690811738537,"Mike Thompson",2735,445120
"Neftalí Feliz","- - -","Neftalí Feliz",-0.025833190435494216,"Neftali Feliz",18,491703
"Agustín Ramírez","MIA","Agustín Ramírez",-0.025871724496032505,"Agustin Ramirez",26546,682663
"Sean Green","- - -","Sean Green",-0.0259174788169158,"Sean Green",3001,434958
"Aroldis Chapman","- - -","Aroldis Chapman",-0.025992342078361617,"Aroldis Chapman",10233,547973
"Phil Klein","- - -","Phil Klein",-0.026019407078223592,"Phil Klein",12675,607309
"Scott Maine","- - -","Scott Maine",-0.026055448576136418,"Scott Maine",885,453186
"Michael Bowden","- - -","Michael Bowden",-0.026055448576136418,"Michael Bowden",4440,476601
"Chad Jenkins","TOR","Chad Jenkins",-0.026071244300395743,"Chad Jenkins",10326,554432
